"","ID","sample.id","date","location","inshore.offshore","replicate","taxon.code","species.name.field","species.name.revised","Tin","Tin+Dry","Tin+Ash","dm","afdm","year","month","day"
"185",3735,331,2008-10-06,"Goodwin's","Offshore","C1",506,"ruppia","Ruppia maritima blades",NA,NA,NA,0.0361,0.0259,"2008","10","06"
"186",3737,331,2008-10-06,"Goodwin's","Offshore","C1",104,"Gracilaria","Gracilaria spp.",NA,NA,NA,0.0437,0.0306,"2008","10","06"
"187",3738,331,2008-10-06,"Goodwin's","Offshore","C1",103,"Enteromorpha","Ulva spp.",NA,NA,NA,0.0186,0.0078,"2008","10","06"
"188",3740,332,2008-11-07,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,1.0244,0.7014,"2008","11","07"
"189",3742,332,2008-11-07,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.6885,0.4802,"2008","11","07"
"190",3744,332,2008-11-07,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,0.6686,0.478,"2008","11","07"
"191",3746,332,2008-11-07,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,0.2842,0.214,"2008","11","07"
"192",3748,332,2008-11-07,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,0.2205,0.1631,"2008","11","07"
"193",3760,332,2008-11-07,"Goodwin's","Inshore","B1",104,"Gracilaria","Gracilaria spp.",NA,NA,NA,0.0588,0.0533,"2008","11","07"
"194",3750,333,2008-11-07,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",NA,NA,NA,0.5932,0.4167,"2008","11","07"
"195",3752,333,2008-11-07,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",NA,NA,NA,0.9951,0.5778,"2008","11","07"
"196",3754,333,2008-11-07,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",NA,NA,NA,1.2694,0.7384,"2008","11","07"
"197",3756,333,2008-11-07,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",NA,NA,NA,1.624,1.0242,"2008","11","07"
"198",3758,333,2008-11-07,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,1.5618,0.9318,"2008","11","07"
"199",3977,334,2009-03-25,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.5466,0.4309,"2009","03","25"
"200",3979,334,2009-03-25,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",FALSE,TRUE,TRUE,0.3236,0.2615,"2009","03","25"
"201",3981,334,2009-03-25,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.6879,0.553,"2009","03","25"
"202",3983,334,2009-03-25,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.2645,1.0019,"2009","03","25"
"203",3985,334,2009-03-25,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.4348,0.374,"2009","03","25"
"204",3987,335,2009-03-25,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.0064,0.8376,"2009","03","25"
"205",3989,335,2009-03-25,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.5043,0.421,"2009","03","25"
"206",3991,335,2009-03-25,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.0725,1.5952,"2009","03","25"
"207",3993,335,2009-03-25,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.8823,0.712,"2009","03","25"
"208",3995,335,2009-03-25,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,FALSE,-0.6223,0.3131,"2009","03","25"
"209",3879,336,2009-04-22,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.8506,1.4042,"2009","04","22"
"210",3881,336,2009-04-22,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.3694,1.7324,"2009","04","22"
"211",3883,336,2009-04-22,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.1011,0.8076,"2009","04","22"
"212",3885,336,2009-04-22,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.3539,0.2755,"2009","04","22"
"213",3887,336,2009-04-22,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.4109,0.9892,"2009","04","22"
"214",3906,336,2009-04-22,"Goodwin's","Inshore","A1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.0187999999999999,0.0145,"2009","04","22"
"215",3907,336,2009-04-22,"Goodwin's","Inshore","A1",109,"Punctaria","Punctaria spp.",TRUE,TRUE,TRUE,0.0117,0.00930000000000009,"2009","04","22"
"216",3909,336,2009-04-22,"Goodwin's","Inshore","C1",109,"Punctaria","Punctaria spp.",FALSE,FALSE,TRUE,0.0223,-0.9856,"2009","04","22"
"217",3911,336,2009-04-22,"Goodwin's","Inshore","B1",109,"Punctaria","Punctaria spp.",TRUE,TRUE,TRUE,0.00909999999999989,0.00539999999999985,"2009","04","22"
"218",3912,336,2009-04-22,"Goodwin's","Inshore","D1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.28,0.2218,"2009","04","22"
"219",3913,336,2009-04-22,"Goodwin's","Inshore","D1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,0.0173999999999999,0.014,"2009","04","22"
"220",3889,337,2009-04-22,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,4.6563,3.4604,"2009","04","22"
"221",3891,337,2009-04-22,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.5614,1.07,"2009","04","22"
"222",3893,337,2009-04-22,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.3935,1.5617,"2009","04","22"
"223",3895,337,2009-04-22,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.4345,0.9935,"2009","04","22"
"224",3897,337,2009-04-22,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.3839,1.6209,"2009","04","22"
"225",3899,337,2009-04-22,"Goodwin's","Offshore","C1",109,"Punctaria","Punctaria spp.",TRUE,TRUE,TRUE,335,104,"2009","04","22"
"226",3900,337,2009-04-22,"Goodwin's","Offshore","A1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,335,109,"2009","04","22"
"227",3901,337,2009-04-22,"Goodwin's","Offshore","A1",109,"Punctaria","Punctaria spp.",TRUE,TRUE,TRUE,335,109,"2009","04","22"
"228",3902,337,2009-04-22,"Goodwin's","Offshore","B1",109,"Punctaria","Punctaria spp.",TRUE,TRUE,TRUE,335,109,"2009","04","22"
"229",3903,337,2009-04-22,"Goodwin's","Offshore","E1",109,"Punctaria","Punctaria spp.",TRUE,TRUE,TRUE,335,506,"2009","04","22"
"230",3904,337,2009-04-22,"Goodwin's","Offshore","E1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,0.0419,0.0309000000000001,"2009","04","22"
"231",3908,337,2009-04-22,"Goodwin's","Offshore","D1",109,"Punctaria","Punctaria spp.",FALSE,TRUE,TRUE,0.982,0.2634,"2009","04","22"
"232",3997,338,2009-05-21,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.4481,1.824,"2009","05","21"
"233",3999,338,2009-05-21,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.4791,1.0912,"2009","05","21"
"234",4001,338,2009-05-21,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,3.5933,2.6855,"2009","05","21"
"235",4003,338,2009-05-21,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.9485,2.2695,"2009","05","21"
"236",4016,338,2009-05-21,"Goodwin's","Inshore","A1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,0.00869999999999993,0.00689999999999991,"2009","05","21"
"237",4005,339,2009-05-21,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,5.5334,3.8094,"2009","05","21"
"238",4007,339,2009-05-21,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.2817,1.1209,"2009","05","21"
"239",4009,339,2009-05-21,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,7.2711,4.9249,"2009","05","21"
"240",4011,339,2009-05-21,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,5.4466,3.7694,"2009","05","21"
"241",4013,339,2009-05-21,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.9218,1.3498,"2009","05","21"
"242",4015,339,2009-05-21,"Goodwin's","Offshore","D1",506,"ruppia","Ruppia maritima blades",FALSE,FALSE,FALSE,0.00960000000000005,0.00719999999999998,"2009","05","21"
"243",4017,339,2009-05-21,"Goodwin's","Offshore","E1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,0.2602,0.1756,"2009","05","21"
"244",4023,340,2009-06-15,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,3.2424,2.5241,"2009","06","15"
"245",4025,340,2009-06-15,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,3.7829,2.9045,"2009","06","15"
"246",4035,340,2009-06-15,"Goodwin's","Inshore","B1",105,"Polysiphonia","Polysiphonia sp.",TRUE,TRUE,TRUE,0.2206,0.1572,"2009","06","15"
"247",4036,340,2009-06-15,"Goodwin's","Inshore","C1",105,"Polysiphonia","Polysiphonia sp.",TRUE,TRUE,TRUE,0.4172,0.3137,"2009","06","15"
"248",4027,341,2009-06-15,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.644,2.0697,"2009","06","15"
"249",4029,341,2009-06-15,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,3.4712,2.7564,"2009","06","15"
"250",4031,341,2009-06-15,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,4.8851,3.6811,"2009","06","15"
"251",4033,341,2009-06-15,"Goodwin's","Offshore","C1",105,"Polysiphonia","Polysiphonia sp.",TRUE,TRUE,TRUE,0.024,0.0191999999999999,"2009","06","15"
"252",4034,341,2009-06-15,"Goodwin's","Offshore","A1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.5017,0.3708,"2009","06","15"
"253",4037,341,2009-06-15,"Goodwin's","Offshore","B1",105,"Polysiphonia","Polysiphonia sp.",TRUE,TRUE,TRUE,0.0204,0.0150999999999999,"2009","06","15"
"254",4038,342,2009-07-15,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,3.8841,3.0234,"2009","07","15"
"255",4040,342,2009-07-15,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.5543,1.2197,"2009","07","15"
"256",4042,342,2009-07-15,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.6524,2.0636,"2009","07","15"
"257",4044,342,2009-07-15,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.5367,2.0261,"2009","07","15"
"258",4046,342,2009-07-15,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.3231,1.8722,"2009","07","15"
"259",4048,343,2009-07-15,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,4.2992,3.1868,"2009","07","15"
"260",4050,343,2009-07-15,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.5196,1.8332,"2009","07","15"
"261",4052,343,2009-07-15,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.1284,0.8723,"2009","07","15"
"262",4054,343,2009-07-15,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.3491,1.5129,"2009","07","15"
"263",4056,343,2009-07-15,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.1449,1.6249,"2009","07","15"
"264",4058,344,2009-08-19,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.4275,1.9058,"2009","08","19"
"265",4060,344,2009-08-19,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.3153,0.9785,"2009","08","19"
"266",4062,344,2009-08-19,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.7046,1.2349,"2009","08","19"
"267",4064,344,2009-08-19,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.4073,1.1365,"2009","08","19"
"268",4066,344,2009-08-19,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.6835,1.0897,"2009","08","19"
"269",4080,344,2009-08-19,"Goodwin's","Inshore","D1",506,"ruppia","Ruppia maritima blades",FALSE,FALSE,FALSE,0.0105999999999999,0.00739999999999996,"2009","08","19"
"270",4089,344,2009-08-19,"Goodwin's","Inshore","C1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,5.327,3.6327,"2009","08","19"
"271",4090,344,2009-08-19,"Goodwin's","Inshore","C1",105,"Polysiphonia","Polysiphonia sp.",TRUE,TRUE,TRUE,0.1324,0.0955999999999999,"2009","08","19"
"272",4091,344,2009-08-19,"Goodwin's","Inshore","C1",110,"Ulva","Ulva spp.",TRUE,TRUE,TRUE,0.00130000000000008,0.000500000000000167,"2009","08","19"
"273",4068,345,2009-08-19,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",FALSE,FALSE,FALSE,0.1846,0.1785,"2009","08","19"
"274",4070,345,2009-08-19,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.237,1.6545,"2009","08","19"
"275",4072,345,2009-08-19,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.0848,0.8251,"2009","08","19"
"276",4074,345,2009-08-19,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,3.3306,2.6399,"2009","08","19"
"277",4076,345,2009-08-19,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.9935,2.2562,"2009","08","19"
"278",4078,345,2009-08-19,"Goodwin's","Offshore","A1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,2.0283,1.6149,"2009","08","19"
"279",4082,345,2009-08-19,"Goodwin's","Offshore","D1",115,"Agardhiella","Agardhiella tenera",FALSE,FALSE,FALSE,0.00439999999999996,0.00329999999999997,"2009","08","19"
"280",4084,345,2009-08-19,"Goodwin's","Offshore","D1",506,"ruppia","Ruppia maritima blades",FALSE,TRUE,FALSE,0.2091,0.165,"2009","08","19"
"281",4085,345,2009-08-19,"Goodwin's","Offshore","D1",104,"Gracilaria","Gracilaria spp.",FALSE,FALSE,FALSE,0.00680000000000003,0.00650000000000006,"2009","08","19"
"282",4086,345,2009-08-19,"Goodwin's","Offshore","E1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,0.004,0.00219999999999998,"2009","08","19"
"283",4087,345,2009-08-19,"Goodwin's","Offshore","C1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.0169999999999999,0.0122,"2009","08","19"
"284",4088,345,2009-08-19,"Goodwin's","Offshore","B1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.0173000000000001,0.0116000000000001,"2009","08","19"
"285",4092,346,2009-09-28,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,346,1.1162,"2009","09","28"
"286",4094,346,2009-09-28,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,346,1.0701,"2009","09","28"
"287",4096,346,2009-09-28,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,346,1.1152,"2009","09","28"
"288",4098,346,2009-09-28,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,346,0.451,"2009","09","28"
"289",4100,346,2009-09-28,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,346,0.6381,"2009","09","28"
"290",4113,346,2009-09-28,"Goodwin's","Inshore","B1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.00909999999999989,0.00649999999999995,"2009","09","28"
"291",4115,346,2009-09-28,"Goodwin's","Inshore","C1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.0983999999999998,0.0682999999999998,"2009","09","28"
"292",4117,346,2009-09-28,"Goodwin's","Inshore","D1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.0989,0.0716999999999999,"2009","09","28"
"293",4118,346,2009-09-28,"Goodwin's","Inshore","A1",506,"ruppia","Ruppia maritima blades",FALSE,FALSE,FALSE,0.0307999999999999,0.0236,"2009","09","28"
"294",4102,347,2009-09-28,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.1034,1.4649,"2009","09","28"
"295",4104,347,2009-09-28,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.7695,0.5463,"2009","09","28"
"296",4106,347,2009-09-28,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.6147,1.9134,"2009","09","28"
"297",4108,347,2009-09-28,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.3142,0.9163,"2009","09","28"
"298",4110,347,2009-09-28,"Goodwin's","Offshore","D1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,2.7394,1.9512,"2009","09","28"
"299",4120,348,2009-10-12,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.164,0.7749,"2009","10","12"
"300",4122,348,2009-10-12,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.6618,0.5129,"2009","10","12"
"301",4124,348,2009-10-12,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.5019,0.3761,"2009","10","12"
"302",4126,348,2009-10-12,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.7277,0.437,"2009","10","12"
"303",4128,348,2009-10-12,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.2752,0.9516,"2009","10","12"
"304",4144,348,2009-10-12,"Goodwin's","Inshore","A1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,1.5182,1.0014,"2009","10","12"
"305",4146,348,2009-10-12,"Goodwin's","Inshore","A1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,0.0363000000000002,0.0239000000000003,"2009","10","12"
"306",4148,348,2009-10-12,"Goodwin's","Inshore","E1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.1845,0.1279,"2009","10","12"
"307",4149,348,2009-10-12,"Goodwin's","Inshore","E1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,0.0453000000000001,0.0246,"2009","10","12"
"308",4151,348,2009-10-12,"Goodwin's","Inshore","C1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,2.956,2.0132,"2009","10","12"
"309",4152,348,2009-10-12,"Goodwin's","Inshore","C1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,0.0163000000000002,0.0122,"2009","10","12"
"310",4153,348,2009-10-12,"Goodwin's","Inshore","E1",101,"Champia","Champia sp.",TRUE,TRUE,TRUE,0.0170000000000001,0.00900000000000012,"2009","10","12"
"311",4160,348,2009-10-12,"Goodwin's","Inshore","D1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.0546000000000002,0.0369000000000002,"2009","10","12"
"312",4130,349,2009-10-12,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.2891,0.1809,"2009","10","12"
"313",4132,349,2009-10-12,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.3504,0.9473,"2009","10","12"
"314",4134,349,2009-10-12,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.4838,0.3488,"2009","10","12"
"315",4136,349,2009-10-12,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,2.0854,1.3494,"2009","10","12"
"316",4138,349,2009-10-12,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.2741,0.8416,"2009","10","12"
"317",4140,349,2009-10-12,"Goodwin's","Offshore","E1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,0.5799,0.282,"2009","10","12"
"318",4143,349,2009-10-12,"Goodwin's","Offshore","C1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,1.415,0.9837,"2009","10","12"
"319",4156,349,2009-10-12,"Goodwin's","Offshore","D1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,0.1415,0.1188,"2009","10","12"
"320",4161,349,2009-10-12,"Goodwin's","Offshore","A1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.4633,0.3479,"2009","10","12"
"321",4231,350,2009-11-16,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.166,0.1254,"2009","11","16"
"322",4233,350,2009-11-16,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.6252,0.4209,"2009","11","16"
"323",4235,350,2009-11-16,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.1915,0.1382,"2009","11","16"
"324",4237,350,2009-11-16,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.6109,0.4298,"2009","11","16"
"325",4239,350,2009-11-16,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.3771,0.2814,"2009","11","16"
"326",4251,350,2009-11-16,"Goodwin's","Inshore","A1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,0.0186000000000002,0.0145,"2009","11","16"
"327",4253,350,2009-11-16,"Goodwin's","Inshore","A1",110,"Ulva","Ulva spp.",TRUE,TRUE,TRUE,0.0244,0.0188999999999999,"2009","11","16"
"328",4255,350,2009-11-16,"Goodwin's","Inshore","E1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.2161,0.1361,"2009","11","16"
"329",4256,350,2009-11-16,"Goodwin's","Inshore","C1",100,"Ceramium","Ceramium sp.",FALSE,TRUE,TRUE,0.00949999999999995,0.00509999999999988,"2009","11","16"
"330",4257,350,2009-11-16,"Goodwin's","Inshore","B1",506,"ruppia","Ruppia maritima blades",FALSE,TRUE,TRUE,0.0525,0.0385,"2009","11","16"
"331",4259,350,2009-11-16,"Goodwin's","Inshore","B1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.00550000000000006,0.00500000000000012,"2009","11","16"
"332",4241,351,2009-11-16,"Goodwin's","Offshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.5659,0.2931,"2009","11","16"
"333",4243,351,2009-11-16,"Goodwin's","Offshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.3271,0.2388,"2009","11","16"
"334",4245,351,2009-11-16,"Goodwin's","Offshore","C1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.7283,0.5128,"2009","11","16"
"335",4247,351,2009-11-16,"Goodwin's","Offshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.397,0.9146,"2009","11","16"
"336",4249,351,2009-11-16,"Goodwin's","Offshore","E1",300,"zostera","Zostera marina blades",NA,NA,NA,0,0,"2009","11","16"
"337",4254,351,2009-11-16,"Goodwin's","Offshore","C1",100,"Ceramium","Ceramium sp.",TRUE,TRUE,TRUE,0.0807000000000002,0.0386000000000002,"2009","11","16"
"338",4260,352,2010-03-23,"Goodwin's","Inshore","A1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.9588,0.7522,"2010","03","23"
"339",4262,352,2010-03-23,"Goodwin's","Inshore","B1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.7756,0.5456,"2010","03","23"
"340",4264,352,2010-03-23,"Goodwin's","Inshore","C1",300,"zostera","Zostera marina blades",FALSE,TRUE,TRUE,0.701,0.5339,"2010","03","23"
"341",4266,352,2010-03-23,"Goodwin's","Inshore","D1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,1.1214,0.8459,"2010","03","23"
"342",4268,352,2010-03-23,"Goodwin's","Inshore","E1",300,"zostera","Zostera marina blades",TRUE,TRUE,TRUE,0.8622,0.6538,"2010","03","23"
"343",4280,352,2010-03-23,"Goodwin's","Inshore","A1",109,"Punctaria","Punctaria spp.",FALSE,TRUE,TRUE,0.0311,0.0223,"2010","03","23"
"344",4281,352,2010-03-23,"Goodwin's","Inshore","A1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.0123,0.00969999999999982,"2010","03","23"
"345",4282,352,2010-03-23,"Goodwin's","Inshore","A1",506,"ruppia","Ruppia maritima blades",TRUE,TRUE,TRUE,0.00180000000000002,0.00149999999999983,"2010","03","23"
"346",4284,352,2010-03-23,"Goodwin's","Inshore","D1",109,"Punctaria","Punctaria spp.",TRUE,TRUE,TRUE,-0.000399999999999956,0.0126000000000002,"2010","03","23"
"347",4285,352,2010-03-23,"Goodwin's","Inshore","D1",104,"Gracilaria","Gracilaria spp.",FALSE,TRUE,FALSE,0.0264,0.0207999999999999,"2010","03","23"
"348",4286,352,2010-03-23,"Goodwin's","Inshore","E1",109,"Punctaria","Punctaria spp.",FALSE,TRUE,TRUE,0.0607,0.0211000000000001,"2010","03","23"
"349",4287,352,2010-03-23,"Goodwin's","Inshore","E1",115,"Agardhiella","Agardhiella tenera",TRUE,TRUE,TRUE,0.3316,0.2686,"2010","03","23"
"350",4288,352,2010-03-23,"Goodwin's","Inshore","E1",104,"Gracilaria","Gracilaria spp.",TRUE,TRUE,TRUE,0.00419999999999998,0.00190000000000001,"2010","03","23"
"351",4289,352,2010-03-23,"Goodwin's","Inshore","C1",109,"Punctaria","Punctaria spp.",FALSE,TRUE,FALSE,0.0256000000000001,0.0624,"2010","03","23"
"352",4290,352,2010-03-23,"Goodwin's","Inshore","B1",109,"Punctaria","Punctaria spp.",FALSE,FALSE,TRUE,0.0399,-0.0603999999999999,"2010","03","23"
