"","sample.id","date","location","inshore.offshore","replicate","taxon.code","species.name.field","species.name.revised","group","8","5.6","4","2.8","2","1.4","1","0.71","0.5","notes","year","month","day"
"419",NA,2007-10-23,"Goodwin's","Inshore","C1",NA,"Elasmopus","Elasmopus levis","Crustacean",0,0,0,0,0,0,0,1,0,NA,"2007","10","23"
"420",NA,2007-10-23,"Goodwin's","Inshore","E1",NA,"Elasmopus","Elasmopus levis","Crustacean",0,0,0,0,0,0,9,7,3,NA,"2007","10","23"
"421",NA,2007-10-23,"Goodwin's","Offshore","A1",NA,"Elasmopus","Elasmopus levis","Crustacean",0,0,0,0,0,0,0,0,1,NA,"2007","10","23"
"422",NA,2007-10-23,"Goodwin's","Offshore","B1",NA,"Elasmopus","Elasmopus levis","Crustacean",0,0,0,0,0,1,0,0,0,NA,"2007","10","23"
"423",NA,2007-10-23,"Goodwin's","Inshore","C1",NA,"Erichsonella","Erichsonella attenuata","Crustacean",0,0,0,5,1,3,3,3,0,NA,"2007","10","23"
"424",NA,2007-10-23,"Goodwin's","Inshore","D1",NA,"Erichsonella","Erichsonella attenuata","Crustacean",0,0,6,6,8,1,0,2,0,NA,"2007","10","23"
"425",NA,2007-10-23,"Goodwin's","Inshore","E1",NA,"Erichsonella","Erichsonella attenuata","Crustacean",0,0,5,29,44,29,12,3,0,NA,"2007","10","23"
"426",NA,2007-10-23,"Goodwin's","Offshore","A1",NA,"Erichsonella","Erichsonella attenuata","Crustacean",0,1,5,5,1,3,0,0,0,NA,"2007","10","23"
"427",NA,2007-10-23,"Goodwin's","Offshore","B1",NA,"Erichsonella","Erichsonella attenuata","Crustacean",0,0,6,6,6,3,1,1,0,NA,"2007","10","23"
"428",NA,2007-10-23,"Goodwin's","Offshore","D1",NA,"Erichsonella","Erichsonella attenuata","Crustacean",0,3,5,5,3,4,1,0,0,NA,"2007","10","23"
"429",NA,2007-10-23,"Goodwin's","Inshore","D1",NA,"ericthonius","Ericthonius sp.","Crustacean",0,0,0,0,0,0,0,1,0,NA,"2007","10","23"
"430",NA,2007-10-23,"Goodwin's","Offshore","B1",NA,"Ericthonius rubriconis","Ericthonius sp.","Crustacean",0,0,0,3,0,2,9,7,7,NA,"2007","10","23"
"431",NA,2007-10-23,"Goodwin's","Inshore","C1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,0,0,1,1,0,0,NA,"2007","10","23"
"432",NA,2007-10-23,"Goodwin's","Inshore","E1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,0,0,0,0,1,0,NA,"2007","10","23"
"433",NA,2007-10-23,"Goodwin's","Inshore","C1",NA,"Hippolyte","Hippolyte pleuracanthus","Crustacean",0,0,0,0,0,1,0,0,0,NA,"2007","10","23"
"434",NA,2007-10-23,"Goodwin's","Inshore","E1",NA,"Hippolyte","Hippolyte pleuracanthus","Crustacean",0,0,0,1,1,2,2,0,0,NA,"2007","10","23"
"435",NA,2007-10-23,"Goodwin's","Offshore","A1",NA,"Hippolyte","Hippolyte pleuracanthus","Crustacean",0,0,0,1,0,0,0,0,0,NA,"2007","10","23"
"436",NA,2007-10-23,"Goodwin's","Offshore","D1",NA,"Hippolyte","Hippolyte pleuracanthus","Crustacean",0,0,0,0,0,0,1,0,0,NA,"2007","10","23"
"437",NA,2007-10-23,"Goodwin's","Offshore","A1",NA,"Idotea","Idotea balthica","Crustacean",0,0,0,0,0,1,0,0,0,NA,"2007","10","23"
"438",NA,2007-10-23,"Goodwin's","Inshore","C1",NA,"microprotopus","Microprotopus raneyi","Crustacean",0,0,0,0,0,0,0,0,1,NA,"2007","10","23"
"439",NA,2007-10-23,"Goodwin's","Inshore","E1",NA,"microprotopus","Microprotopus raneyi","Crustacean",0,0,0,0,0,1,0,0,0,NA,"2007","10","23"
"440",NA,2007-10-23,"Goodwin's","Offshore","A1",NA,"microprotopus","Microprotopus raneyi","Crustacean",0,0,0,0,0,0,0,3,2,NA,"2007","10","23"
"441",NA,2007-10-23,"Goodwin's","Offshore","D1",NA,"microprotopus","Microprotopus raneyi","Crustacean",0,0,0,0,0,0,1,0,0,NA,"2007","10","23"
"442",NA,2007-10-23,"Goodwin's","Inshore","E1",NA,"Nereid","Nereis sp.","Polychaete",0,0,0,0,0,0,1,0,0,NA,"2007","10","23"
"443",NA,2007-10-23,"Goodwin's","Offshore","D1",NA,"Nereidae","Nereis sp.","Polychaete",0,0,0,0,0,0,0,2,0,NA,"2007","10","23"
"444",NA,2007-10-23,"Goodwin's","Inshore","C1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,1,1,3,7,NA,"2007","10","23"
"445",NA,2007-10-23,"Goodwin's","Inshore","D1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,0,0,1,0,NA,"2007","10","23"
"446",NA,2007-10-23,"Goodwin's","Inshore","E1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,0,4,5,11,NA,"2007","10","23"
"447",NA,2007-10-23,"Goodwin's","Offshore","A1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,0,1,0,2,NA,"2007","10","23"
"448",NA,2007-10-23,"Goodwin's","Offshore","B1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,3,4,17,15,NA,"2007","10","23"
"449",NA,2007-10-23,"Goodwin's","Offshore","D1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,0,0,0,2,NA,"2007","10","23"
"450",NA,2007-11-19,"Goodwin's","Inshore","A1",NA,"A. longimana","Ampithoe longimana","Crustacean",0,0,0,0,0,7,16,5,0,NA,"2007","11","19"
"451",NA,2007-11-19,"Goodwin's","Inshore","C1",NA,"A. longimana","Ampithoe longimana","Crustacean",0,0,0,0,0,3,3,6,0,NA,"2007","11","19"
"452",NA,2007-11-19,"Goodwin's","Inshore","D1",NA,"A. longimana","Ampithoe longimana","Crustacean",0,0,0,0,1,15,8,4,2,NA,"2007","11","19"
"453",NA,2007-11-19,"Goodwin's","Offshore","A1",NA,"A. longimana","Ampithoe longimana","Crustacean",0,0,0,0,1,0,1,0,0,NA,"2007","11","19"
"454",NA,2007-11-19,"Goodwin's","Offshore","B1",NA,"A. longimana","Ampithoe longimana","Crustacean",0,0,0,0,0,1,6,0,0,NA,"2007","11","19"
"455",NA,2007-11-19,"Goodwin's","Offshore","E1",NA,"A. longimana","Ampithoe longimana","Crustacean",0,0,0,0,1,2,6,3,0,NA,"2007","11","19"
"456",NA,2007-11-19,"Goodwin's","Inshore","C1",NA,"A. valida","Ampithoe valida","Crustacean",0,0,0,0,0,0,1,0,0,NA,"2007","11","19"
"457",NA,2007-11-19,"Goodwin's","Inshore","A1",NA,"Bittium","Bittiolum varium","Mollusc",0,0,0,0,0,0,1,0,0,NA,"2007","11","19"
"458",NA,2007-11-19,"Goodwin's","Inshore","C1",NA,"Bittium","Bittiolum varium","Mollusc",0,0,0,0,0,0,0,1,0,NA,"2007","11","19"
"459",NA,2007-11-19,"Goodwin's","Inshore","D1",NA,"Bittium","Bittiolum varium","Mollusc",0,0,0,0,0,0,0,1,0,NA,"2007","11","19"
"460",NA,2007-11-19,"Goodwin's","Inshore","A1",NA,"C. equilibria","Caprella equilibra","Caprellid",0,0,0,0,0,0,2,6,2,NA,"2007","11","19"
"461",NA,2007-11-19,"Goodwin's","Inshore","C1",NA,"C. equilibria","Caprella equilibra","Caprellid",0,0,0,0,0,0,1,0,0,NA,"2007","11","19"
"462",NA,2007-11-19,"Goodwin's","Inshore","D1",NA,"C. equilibria","Caprella equilibra","Caprellid",0,0,0,1,0,3,4,7,2,NA,"2007","11","19"
"463",NA,2007-11-19,"Goodwin's","Offshore","A1",NA,"C. equilibria","Caprella equilibra","Caprellid",0,0,0,0,1,0,4,0,0,NA,"2007","11","19"
"464",NA,2007-11-19,"Goodwin's","Offshore","B1",NA,"C. equilibria","Caprella equilibra","Caprellid",0,0,0,0,0,0,1,3,2,NA,"2007","11","19"
"465",NA,2007-11-19,"Goodwin's","Offshore","E1",NA,"C. equilibria","Caprella equilibra","Caprellid",0,0,0,0,0,0,0,10,0,NA,"2007","11","19"
"466",NA,2007-11-19,"Goodwin's","Inshore","A1",NA,"C. penantis","Caprella penantis","Caprellid",0,0,3,19,48,56,4,6,1,NA,"2007","11","19"
"467",NA,2007-11-19,"Goodwin's","Inshore","C1",NA,"C. penantis","Caprella penantis","Caprellid",0,1,5,13,26,4,0,0,0,NA,"2007","11","19"
"468",NA,2007-11-19,"Goodwin's","Inshore","D1",NA,"C. penantis","Caprella penantis","Caprellid",0,6,4,14,31,18,4,2,1,NA,"2007","11","19"
"469",NA,2007-11-19,"Goodwin's","Offshore","A1",NA,"C. penantis","Caprella penantis","Caprellid",0,1,1,6,23,33,1,0,0,NA,"2007","11","19"
"470",NA,2007-11-19,"Goodwin's","Offshore","B1",NA,"C. penantis","Caprella penantis","Caprellid",0,1,1,20,34,31,4,0,1,NA,"2007","11","19"
"471",NA,2007-11-19,"Goodwin's","Offshore","E1",NA,"C. penantis","Caprella penantis","Caprellid",0,0,3,16,23,6,2,2,0,NA,"2007","11","19"
"472",NA,2007-11-19,"Goodwin's","Inshore","D1",NA,"Corophium","Corophium sp.","Crustacean",0,0,0,0,0,0,0,0,1,NA,"2007","11","19"
"473",NA,2007-11-19,"Goodwin's","Inshore","A1",NA,"crepidula","Crepidula fornicata","Mollusc",0,0,0,0,2,70,21,0,0,NA,"2007","11","19"
"474",NA,2007-11-19,"Goodwin's","Inshore","C1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,1,3,20,104,31,1,0,NA,"2007","11","19"
"475",NA,2007-11-19,"Goodwin's","Inshore","D1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,2,6,44,3,1,0,NA,"2007","11","19"
"476",NA,2007-11-19,"Goodwin's","Offshore","A1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,1,1,6,4,8,1,0,NA,"2007","11","19"
"477",NA,2007-11-19,"Goodwin's","Offshore","B1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,1,2,49,11,0,0,NA,"2007","11","19"
"478",NA,2007-11-19,"Goodwin's","Offshore","E1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,0,13,177,54,9,0,NA,"2007","11","19"
"479",NA,2007-11-19,"Goodwin's","Inshore","C1",NA,"Cymadusa","Cymadusa compta","Crustacean",0,0,0,0,0,1,1,1,0,NA,"2007","11","19"
"480",NA,2007-11-19,"Goodwin's","Offshore","E1",NA,"Cymadusa","Cymadusa compta","Crustacean",0,0,0,0,0,0,0,2,0,NA,"2007","11","19"
"481",NA,2007-11-19,"Goodwin's","Inshore","A1",NA,"Elasmopus","Elasmopus levis","Crustacean",0,0,0,0,0,0,0,1,0,NA,"2007","11","19"
"482",NA,2007-11-19,"Goodwin's","Inshore","C1",NA,"Elasmopus","Elasmopus levis","Crustacean",0,0,0,0,0,0,1,0,0,NA,"2007","11","19"
"483",NA,2007-11-19,"Goodwin's","Inshore","D1",NA,"Elasmopus","Elasmopus levis","Crustacean",0,0,0,0,0,0,1,2,0,NA,"2007","11","19"
"484",NA,2007-11-19,"Goodwin's","Inshore","A1",NA,"Erichsonella","Erichsonella attenuata","Crustacean",0,0,2,4,5,0,0,0,0,NA,"2007","11","19"
"485",NA,2007-11-19,"Goodwin's","Inshore","C1",NA,"Erichsonella","Erichsonella attenuata","Crustacean",0,0,4,1,1,1,0,0,0,NA,"2007","11","19"
"486",NA,2007-11-19,"Goodwin's","Inshore","D1",NA,"Erichsonella","Erichsonella attenuata","Crustacean",0,8,4,1,0,0,0,0,0,NA,"2007","11","19"
"487",NA,2007-11-19,"Goodwin's","Offshore","A1",NA,"Erichsonella","Erichsonella attenuata","Crustacean",0,0,2,1,0,0,0,0,0,NA,"2007","11","19"
"488",NA,2007-11-19,"Goodwin's","Offshore","B1",NA,"Erichsonella","Erichsonella attenuata","Crustacean",0,3,2,6,0,0,0,0,0,NA,"2007","11","19"
"489",NA,2007-11-19,"Goodwin's","Offshore","E1",NA,"Erichsonella","Erichsonella attenuata","Crustacean",0,0,1,1,1,1,0,0,0,NA,"2007","11","19"
"490",NA,2007-11-19,"Goodwin's","Inshore","A1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,0,0,0,1,0,0,NA,"2007","11","19"
"491",NA,2007-11-19,"Goodwin's","Offshore","B1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,0,0,1,0,0,0,NA,"2007","11","19"
"492",NA,2007-11-19,"Goodwin's","Offshore","E1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,0,0,0,0,1,0,NA,"2007","11","19"
"493",NA,2007-11-19,"Goodwin's","Inshore","C1",NA,"Hippolyte","Hippolyte pleuracanthus","Crustacean",0,0,0,1,0,0,0,0,0,NA,"2007","11","19"
"494",NA,2007-11-19,"Goodwin's","Offshore","E1",NA,"Hippolyte","Hippolyte pleuracanthus","Crustacean",0,0,0,0,1,0,0,0,0,NA,"2007","11","19"
"495",NA,2007-11-19,"Goodwin's","Inshore","A1",NA,"Idotea","Idotea balthica","Crustacean",0,0,3,1,0,0,0,0,0,NA,"2007","11","19"
"496",NA,2007-11-19,"Goodwin's","Offshore","E1",NA,"Idotea","Idotea balthica","Crustacean",0,1,0,0,0,0,0,0,0,NA,"2007","11","19"
"497",NA,2007-11-19,"Goodwin's","Inshore","C1",NA,"microprotopus","Microprotopus raneyi","Crustacean",0,0,0,0,0,0,0,1,0,NA,"2007","11","19"
"498",NA,2007-11-19,"Goodwin's","Offshore","E1",NA,"microprotopus","Microprotopus raneyi","Crustacean",0,0,0,0,0,0,1,2,0,NA,"2007","11","19"
"499",NA,2007-11-19,"Goodwin's","Offshore","E1",NA,"Nereid","Nereis sp.","Polychaete",0,0,0,0,2,0,0,0,0,NA,"2007","11","19"
"500",NA,2007-11-19,"Goodwin's","Offshore","E1",NA,"nudibranch","Doridella obscura","Mollusc",0,0,0,0,2,1,0,0,0,NA,"2007","11","19"
"501",NA,2007-11-19,"Goodwin's","Inshore","A1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,0,0,1,2,NA,"2007","11","19"
"502",NA,2007-11-19,"Goodwin's","Inshore","C1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,1,1,0,0,2,1,0,NA,"2007","11","19"
"503",NA,2007-11-19,"Goodwin's","Inshore","D1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,1,1,7,9,NA,"2007","11","19"
"504",NA,2007-11-19,"Goodwin's","Offshore","A1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,1,1,0,1,5,NA,"2007","11","19"
"505",NA,2007-11-19,"Goodwin's","Offshore","B1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,0,0,6,13,NA,"2007","11","19"
"506",NA,2007-11-19,"Goodwin's","Offshore","E1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,2,1,1,2,0,NA,"2007","11","19"
"507",NA,2007-11-19,"Goodwin's","Inshore","A1",NA,"Pal vulgaris","Palaemonetes vulgaris","Crustacean",1,0,1,0,0,0,0,0,0,NA,"2007","11","19"
"508",NA,2008-03-17,"Goodwin's","Inshore","C1",NA,"A. longimana","Ampithoe longimana","Crustacean",0,0,0,0,0,0,1,0,0,NA,"2008","03","17"
"509",NA,2008-03-17,"Goodwin's","Offshore","D1",NA,"A. longimana","Ampithoe longimana","Crustacean",0,0,0,0,0,1,0,0,0,NA,"2008","03","17"
"510",NA,2008-03-17,"Goodwin's","Inshore","C1",NA,"Ampelisca","Ampelisca sp.","Crustacean",0,0,0,0,0,0,1,0,0,NA,"2008","03","17"
"511",NA,2008-03-17,"Goodwin's","Offshore","E1",NA,"bittium","Bittiolum varium","Mollusc",0,0,0,0,0,0,1,0,0,NA,"2008","03","17"
"512",NA,2008-03-17,"Goodwin's","Inshore","D1",NA,"Bittium","Bittiolum varium","Mollusc",0,0,0,0,0,0,2,0,0,NA,"2008","03","17"
"513",NA,2008-03-17,"Goodwin's","Inshore","B1",NA,"C. penantis","Caprella penantis","Caprellid",0,3,6,28,97,53,11,3,1,NA,"2008","03","17"
"514",NA,2008-03-17,"Goodwin's","Inshore","C1",NA,"C. penantis","Caprella penantis","Caprellid",0,0,0,20,68,80,21,5,0,NA,"2008","03","17"
"515",NA,2008-03-17,"Goodwin's","Inshore","D1",NA,"C. penantis","Caprella penantis","Caprellid",0,0,0,10,89,122,41,1,0,NA,"2008","03","17"
"516",NA,2008-03-17,"Goodwin's","Offshore","A1",NA,"C. penantis","Caprella penantis","Caprellid",0,0,0,6,24,38,30,4,0,NA,"2008","03","17"
"517",NA,2008-03-17,"Goodwin's","Offshore","D1",NA,"C. penantis","Caprella penantis","Caprellid",0,4,4,16,10,14,16,0,0,NA,"2008","03","17"
"518",NA,2008-03-17,"Goodwin's","Offshore","E1",NA,"C. penantis","Caprella penantis","Caprellid",0,0,0,18,80,92,23,7,3,NA,"2008","03","17"
"519",NA,2008-03-17,"Goodwin's","Inshore","B1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,2,9,20,1,0,0,NA,"2008","03","17"
"520",NA,2008-03-17,"Goodwin's","Inshore","C1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,1,1,18,0,0,0,NA,"2008","03","17"
"521",NA,2008-03-17,"Goodwin's","Inshore","D1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,1,1,23,2,0,0,NA,"2008","03","17"
"522",NA,2008-03-17,"Goodwin's","Offshore","A1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,0,0,5,1,0,1,NA,"2008","03","17"
"523",NA,2008-03-17,"Goodwin's","Offshore","D1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,1,1,0,0,0,0,NA,"2008","03","17"
"524",NA,2008-03-17,"Goodwin's","Offshore","E1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,0,4,19,3,0,0,NA,"2008","03","17"
"525",NA,2008-03-17,"Goodwin's","Inshore","B1",NA,"Cymadusa","Cymadusa compta","Crustacean",0,0,0,0,0,1,0,0,0,NA,"2008","03","17"
"526",NA,2008-03-17,"Goodwin's","Inshore","D1",NA,"Cymadusa","Cymadusa compta","Crustacean",0,0,0,0,1,2,0,0,0,NA,"2008","03","17"
"527",NA,2008-03-17,"Goodwin's","Inshore","B1",NA,"Edotea","Edotia triloba","Crustacean",0,0,0,0,0,0,1,0,0,NA,"2008","03","17"
"528",NA,2008-03-17,"Goodwin's","Inshore","C1",NA,"Elasmopus","Elasmopus levis","Crustacean",0,0,0,0,0,0,0,1,0,NA,"2008","03","17"
"529",NA,2008-03-17,"Goodwin's","Inshore","C1",NA,"erichsonella","Erichsonella attenuata","Crustacean",0,0,0,0,1,0,0,0,0,NA,"2008","03","17"
"530",NA,2008-03-17,"Goodwin's","Offshore","A1",NA,"erichsonella","Erichsonella attenuata","Crustacean",0,0,0,1,0,0,0,0,0,NA,"2008","03","17"
"531",NA,2008-03-17,"Goodwin's","Offshore","D1",NA,"erichsonella","Erichsonella attenuata","Crustacean",0,0,1,0,0,0,1,0,0,NA,"2008","03","17"
"532",NA,2008-03-17,"Goodwin's","Inshore","B1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,0,1,0,0,0,0,NA,"2008","03","17"
"533",NA,2008-03-17,"Goodwin's","Inshore","D1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,0,3,0,0,0,0,NA,"2008","03","17"
"534",NA,2008-03-17,"Goodwin's","Offshore","D1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,2,0,0,1,0,0,NA,"2008","03","17"
"535",NA,2008-03-17,"Goodwin's","Offshore","E1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,1,1,1,0,0,0,NA,"2008","03","17"
"536",NA,2008-03-17,"Goodwin's","Offshore","A1",NA,"idotea","Idotea balthica","Crustacean",0,0,0,3,0,2,0,0,0,NA,"2008","03","17"
"537",NA,2008-03-17,"Goodwin's","Offshore","E1",NA,"idotea","Idotea balthica","Crustacean",0,0,0,0,1,0,0,0,0,NA,"2008","03","17"
"538",NA,2008-03-17,"Goodwin's","Inshore","B1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,0,0,0,4,NA,"2008","03","17"
"539",NA,2008-04-14,"Goodwin's","Inshore","A1",NA,"A. longimana","Ampithoe longimana","Crustacean",0,0,0,0,1,0,0,1,0,NA,"2008","04","14"
"540",NA,2008-04-14,"Goodwin's","Offshore","E1",NA,"A. longimana","Ampithoe longimana","Crustacean",0,0,0,0,1,1,0,0,0,NA,"2008","04","14"
"541",NA,2008-04-14,"Goodwin's","Inshore","A1",NA,"bittium","Bittiolum varium","Mollusc",0,0,0,0,0,0,5,0,0,NA,"2008","04","14"
"542",NA,2008-04-14,"Goodwin's","Inshore","B1",NA,"bittium","Bittiolum varium","Mollusc",0,0,0,0,0,0,0,0,6,NA,"2008","04","14"
"543",NA,2008-04-14,"Goodwin's","Inshore","D1",NA,"bittium","Bittiolum varium","Mollusc",0,0,0,0,0,1,1,0,0,NA,"2008","04","14"
"544",NA,2008-04-14,"Goodwin's","Offshore","E1",NA,"bittium","Bittiolum varium","Mollusc",0,0,0,0,0,0,1,0,0,NA,"2008","04","14"
"545",NA,2008-04-14,"Goodwin's","Inshore","A1",NA,"C. penantis","Caprella penantis","Caprellid",0,0,0,16,76,84,6,0,0,NA,"2008","04","14"
"546",NA,2008-04-14,"Goodwin's","Inshore","B1",NA,"C. penantis","Caprella penantis","Caprellid",0,0,0,7,38,90,11,0,0,NA,"2008","04","14"
"547",NA,2008-04-14,"Goodwin's","Inshore","D1",NA,"C. penantis","Caprella penantis","Caprellid",0,1,1,25,47,11,3,2,0,NA,"2008","04","14"
"548",NA,2008-04-14,"Goodwin's","Offshore","B1",NA,"C. penantis","Caprella penantis","Caprellid",0,0,0,15,37,10,1,0,0,NA,"2008","04","14"
"549",NA,2008-04-14,"Goodwin's","Offshore","C1",NA,"C. penantis","Caprella penantis","Caprellid",0,0,0,5,41,24,0,0,0,NA,"2008","04","14"
"550",NA,2008-04-14,"Goodwin's","Offshore","E1",NA,"C. penantis","Caprella penantis","Caprellid",0,0,3,14,43,49,4,0,0,NA,"2008","04","14"
"551",NA,2008-04-14,"Goodwin's","Inshore","A1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,0,8,32,1,0,0,NA,"2008","04","14"
"552",NA,2008-04-14,"Goodwin's","Inshore","B1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,0,15,27,2,0,0,NA,"2008","04","14"
"553",NA,2008-04-14,"Goodwin's","Inshore","D1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,1,6,9,10,0,0,0,NA,"2008","04","14"
"554",NA,2008-04-14,"Goodwin's","Offshore","B1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,0,6,7,0,0,0,NA,"2008","04","14"
"555",NA,2008-04-14,"Goodwin's","Offshore","C1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,1,1,8,0,0,0,NA,"2008","04","14"
"556",NA,2008-04-14,"Goodwin's","Offshore","E1",NA,"Crepidula","Crepidula fornicata","Mollusc",0,0,0,0,8,20,1,0,0,NA,"2008","04","14"
"557",NA,2008-04-14,"Goodwin's","Inshore","A1",NA,"cymadusa","Cymadusa compta","Crustacean",0,0,0,0,1,0,0,0,0,NA,"2008","04","14"
"558",NA,2008-04-14,"Goodwin's","Inshore","D1",NA,"cymadusa","Cymadusa compta","Crustacean",0,0,1,0,0,0,0,0,1,NA,"2008","04","14"
"559",NA,2008-04-14,"Goodwin's","Offshore","B1",NA,"cymadusa","Cymadusa compta","Crustacean",0,0,0,0,1,0,0,0,1,NA,"2008","04","14"
"560",NA,2008-04-14,"Goodwin's","Inshore","A1",NA,"erichsonella","Erichsonella attenuata","Crustacean",0,0,2,1,0,0,1,0,0,NA,"2008","04","14"
"561",NA,2008-04-14,"Goodwin's","Inshore","B1",NA,"erichsonella","Erichsonella attenuata","Crustacean",0,0,0,0,1,0,0,0,0,NA,"2008","04","14"
"562",NA,2008-04-14,"Goodwin's","Inshore","D1",NA,"erichsonella","Erichsonella attenuata","Crustacean",0,0,1,0,0,0,0,0,0,NA,"2008","04","14"
"563",NA,2008-04-14,"Goodwin's","Offshore","E1",NA,"erichsonella","Erichsonella attenuata","Crustacean",0,0,1,2,1,0,0,0,0,NA,"2008","04","14"
"564",NA,2008-04-14,"Goodwin's","Inshore","A1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,2,5,1,0,0,0,NA,"2008","04","14"
"565",NA,2008-04-14,"Goodwin's","Inshore","B1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,0,3,4,1,0,0,NA,"2008","04","14"
"566",NA,2008-04-14,"Goodwin's","Inshore","D1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,0,0,0,1,0,2,NA,"2008","04","14"
"567",NA,2008-04-14,"Goodwin's","Offshore","B1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,0,0,0,0,1,0,NA,"2008","04","14"
"568",NA,2008-04-14,"Goodwin's","Offshore","C1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,0,2,1,0,0,0,NA,"2008","04","14"
"569",NA,2008-04-14,"Goodwin's","Offshore","E1",NA,"Gammarus","Gammarus mucronatus","Crustacean",0,0,0,3,7,2,0,0,0,NA,"2008","04","14"
"570",NA,2008-04-14,"Goodwin's","Inshore","A1",NA,"idotea","Idotea balthica","Crustacean",0,0,2,0,0,0,0,0,0,NA,"2008","04","14"
"571",NA,2008-04-14,"Goodwin's","Offshore","B1",NA,"idotea","Idotea balthica","Crustacean",0,0,0,1,0,0,0,0,0,NA,"2008","04","14"
"572",NA,2008-04-14,"Goodwin's","Offshore","E1",NA,"idotea","Idotea balthica","Crustacean",0,0,2,4,2,0,0,0,0,NA,"2008","04","14"
"573",NA,2008-04-14,"Goodwin's","Inshore","B1",NA,"Melita nitida","Melita nitida","Crustacean",0,0,0,0,0,0,1,0,0,NA,"2008","04","14"
"574",NA,2008-04-14,"Goodwin's","Inshore","A1",NA,"p. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,0,0,2,10,NA,"2008","04","14"
"575",NA,2008-04-14,"Goodwin's","Inshore","B1",NA,"p. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,0,0,0,3,NA,"2008","04","14"
"576",NA,2008-04-14,"Goodwin's","Inshore","D1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,0,0,0,2,NA,"2008","04","14"
"577",NA,2008-04-14,"Goodwin's","Offshore","B1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,0,0,2,23,NA,"2008","04","14"
"578",NA,2008-04-14,"Goodwin's","Offshore","C1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,0,0,1,7,NA,"2008","04","14"
"579",NA,2008-04-14,"Goodwin's","Offshore","E1",NA,"P. tenuis","Paracaprella tenuis","Caprellid",0,0,0,0,0,0,0,0,5,NA,"2008","04","14"
"580",NA,2008-06-11,"Goodwin's","Inshore","C1",NA,"A. longimana","Ampithoe longimana","Crustacean",0,0,0,0,4,7,4,4,3,NA,"2008","06","11"
"581",NA,2008-06-11,"Goodwin's","Inshore","D1",NA,"A. longimana","Ampithoe longimana","Crustacean",0,0,0,0,2,8,7,0,3,NA,"2008","06","11"
